time;protocol;ip src;src port;ip dst;dst port;flags;seq;ack;options;length
11:42:30.971953;IP;BP-Linux8;33251;par21s20-in-f14.1e100.net;;[.];;18038;options|nop,nop,TS|val|102923813|ecr|1077961717;0
11:42:30.971957;IP;par21s20-in-f14.1e100.net;https;BP-Linux8;;[P.];18038:19456;700;options|nop,nop,TS|val|1077961717|ecr|102923810;1418
11:42:30.971960;IP;BP-Linux8;33251;par21s20-in-f14.1e100.net;;[.];;19456;options|nop,nop,TS|val|102923813|ecr|1077961717;0
11:42:30.972707;IP;par21s20-in-f14.1e100.net;https;BP-Linux8;;[.];19456:20874;700;options|nop,nop,TS|val|1077961718|ecr|102923810;1418
11:42:30.972710;IP;BP-Linux8;33251;par21s20-in-f14.1e100.net;;[.];;20874;options|nop,nop,TS|val|102923813|ecr|1077961718;0
11:42:30.972849;IP;par21s20-in-f14.1e100.net;https;BP-Linux8;;[.];20874:22292;700;options|nop,nop,TS|val|1077961718|ecr|102923810;1418
11:42:30.972854;IP;BP-Linux8;33251;par21s20-in-f14.1e100.net;;[.];;22292;options|nop,nop,TS|val|102923814|ecr|1077961718;0
11:42:30.972861;IP;par21s20-in-f14.1e100.net;https;BP-Linux8;;[P.];22292:23710;700;options|nop,nop,TS|val|1077961718|ecr|102923810;1418
11:42:30.972864;IP;BP-Linux8;33251;par21s20-in-f14.1e100.net;;[.];;23710;options|nop,nop,TS|val|102923814|ecr|1077961718;0
11:42:30.973605;IP;par21s20-in-f14.1e100.net;https;BP-Linux8;;[.];23710:25128;700;options|nop,nop,TS|val|1077961719|ecr|102923810;1418
11:42:30.973610;IP;BP-Linux8;33251;par21s20-in-f14.1e100.net;;[.];;25128;options|nop,nop,TS|val|102923814|ecr|1077961719;0
11:42:30.973617;IP;par21s20-in-f14.1e100.net;https;BP-Linux8;;[P.];25128:25781;700;options|nop,nop,TS|val|1077961719|ecr|102923810;653
11:42:30.973620;IP;BP-Linux8;33251;par21s20-in-f14.1e100.net;;[.];;25781;options|nop,nop,TS|val|102923814|ecr|1077961719;0
11:42:30.986807;IP;BP-Linux8;33253;par21s20-in-f14.1e100.net;;[P.];206:299;4468;options|nop,nop,TS|val|102923817|ecr|2656821575;93
11:42:30.999081;IP;par21s20-in-f14.1e100.net;https;BP-Linux8;;[P.];4468:4760;299;options|nop,nop,TS|val|2656821769|ecr|102923817;292
11:42:30.999092;IP;BP-Linux8;33253;par21s20-in-f14.1e100.net;;[.];;4760;options|nop,nop,TS|val|102923820|ecr|2656821769;0
11:42:30.999183;IP;par21s20-in-f14.1e100.net;https;BP-Linux8;;[P.];4760:4829;299;options|nop,nop,TS|val|2656821769|ecr|102923817;69
11:42:30.999186;IP;BP-Linux8;33253;par21s20-in-f14.1e100.net;;[.];;4829;options|nop,nop,TS|val|102923820|ecr|2656821769;0
11:42:31.062414;IP;BP-Linux8;33251;par21s20-in-f14.1e100.net;;[P.];700:738;25781;options|nop,nop,TS|val|102923836|ecr|1077961719;38
11:42:31.077809;IP;BP-Linux8;53478;par21s23-in-f3.1e100.net;;[S];2611374182;;options|mss|1460,sackOK,TS|val|102923840|ecr|0,nop,wscale|7;0
11:42:31.078031;IP;BP-Linux8;53479;par21s23-in-f3.1e100.net;;[S];2511037431;;options|mss|1460,sackOK,TS|val|102923840|ecr|0,nop,wscale|7;0
11:42:31.078090;IP;BP-Linux8;53480;par21s23-in-f3.1e100.net;;[S];4225989593;;options|mss|1460,sackOK,TS|val|102923840|ecr|0,nop,wscale|7;0
11:42:31.078292;IP;BP-Linux8;53481;par21s23-in-f3.1e100.net;;[S];3636442970;;options|mss|1460,sackOK,TS|val|102923840|ecr|0,nop,wscale|7;0
11:42:31.079518;IP;par21s20-in-f14.1e100.net;https;BP-Linux8;;[.];;738;options|nop,nop,TS|val|1077961825|ecr|102923836;0
